,loss,acc,recall,precision,f1_score,val_loss,val_acc,val_recall,val_precision,val_f1_score
0,0.23712226748466492,0.7167583703994751,0.6384814381599426,0.7771943211555481,0.7145060300827026,0.8010904788970947,0.10628019273281097,0.11638475209474564,0.11781241744756699,0.11239755153656006
1,0.15986667573451996,0.8241647481918335,0.7788733839988708,0.8584431409835815,0.8169086575508118,1.032839298248291,0.10466988384723663,0.11411260068416595,0.11957672238349915,0.11057629436254501
2,0.14249210059642792,0.8441567420959473,0.806545078754425,0.8689330220222473,0.8356032967567444,0.6058726906776428,0.28743961453437805,0.23074981570243835,0.31183895468711853,0.28931963443756104
3,0.13268952071666718,0.8535488843917847,0.8197953701019287,0.8792385458946228,0.8447899222373962,0.5337837934494019,0.5772947072982788,0.5400151610374451,0.61324542760849,0.5747365951538086
4,0.1260623037815094,0.8625385761260986,0.829224705696106,0.8840341567993164,0.8516638875007629,0.1632620096206665,0.8306494951248169,0.8343852758407593,0.822139322757721,0.8263301849365234
5,0.12262102961540222,0.8662954568862915,0.8366202116012573,0.8863859176635742,0.8569318056106567,0.10750283300876617,0.8886204957962036,0.8629134297370911,0.9078353047370911,0.8843501806259155
6,0.11642223596572876,0.8709244728088379,0.849254310131073,0.890929102897644,0.8615572452545166,0.14176861941814423,0.8652710914611816,0.8593789339065552,0.8679245114326477,0.8609340786933899
7,0.11385872215032578,0.874413013458252,0.8506101369857788,0.8933911323547363,0.8655402660369873,0.12711292505264282,0.8735910058021545,0.8505427837371826,0.8844841122627258,0.8671783804893494
8,0.10977688431739807,0.8787065744400024,0.8586219549179077,0.8974491357803345,0.8704227209091187,0.1271127611398697,0.8714439272880554,0.8465034365653992,0.8972437977790833,0.8679588437080383
9,0.10771302133798599,0.881322979927063,0.8587452173233032,0.8982143998146057,0.8711293935775757,0.10555560886859894,0.895061731338501,0.8815955519676208,0.8883236050605774,0.8859112858772278
10,0.10257448256015778,0.8870253562927246,0.8642302751541138,0.9026132822036743,0.8762045502662659,0.14257149398326874,0.8824476599693298,0.833122968673706,0.9028728008270264,0.8705606460571289
11,0.10042832046747208,0.8909164071083069,0.8702699542045593,0.9062961339950562,0.8803803324699402,0.14262811839580536,0.8636607527732849,0.8555920124053955,0.8629997372627258,0.8591127395629883
12,0.09883233159780502,0.888232946395874,0.8702083230018616,0.9051281809806824,0.8793523907661438,0.12337522953748703,0.8711755275726318,0.873769223690033,0.8581700921058655,0.8682190775871277
13,0.09706546366214752,0.8934656977653503,0.8756316900253296,0.9099525809288025,0.882050633430481,0.13603301346302032,0.8754696846008301,0.8525624871253967,0.8882167339324951,0.8708208799362183
14,0.09354915469884872,0.8954783082008362,0.8810551166534424,0.9113278388977051,0.8869330883026123,0.136560320854187,0.8738593459129333,0.8573592305183411,0.887843132019043,0.8705606460571289
15,0.09317965060472488,0.8970213532447815,0.8806236982345581,0.9100114703178406,0.8849415183067322,0.1039089784026146,0.8985507488250732,0.8823529481887817,0.9073208570480347,0.8921555876731873
16,0.09067194163799286,0.8991681337356567,0.8856773376464844,0.9137788414955139,0.8882179260253906,0.10950092226266861,0.8966720104217529,0.8629134297370911,0.9161083102226257,0.8859112858772278
17,0.09098847210407257,0.8964175581932068,0.887895941734314,0.9121818542480469,0.887061595916748,0.1627858281135559,0.8510466814041138,0.8182277083396912,0.860823392868042,0.8409003019332886
18,0.08736321330070496,0.8986313939094543,0.8898681402206421,0.9138607382774353,0.888153612613678,0.11418170481920242,0.8921095132827759,0.8788184523582458,0.9041558504104614,0.8879927396774292
19,0.08528279513120651,0.9039983749389648,0.8914704918861389,0.9183543920516968,0.8941924571990967,0.13150455057621002,0.8735910058021545,0.8775561451911926,0.8696522116661072,0.8769510984420776
20,0.08220119029283524,0.905407190322876,0.8951682448387146,0.9178515076637268,0.8952845931053162,0.13048042356967926,0.8821792602539062,0.8578642010688782,0.9087991714477539,0.87862628698349
21,0.08180583268404007,0.9056755900382996,0.8947368264198303,0.9213683009147644,0.8954131007194519,0.10456251353025436,0.8961352705955505,0.8874021768569946,0.9049948453903198,0.8947573900222778
22,0.07969021052122116,0.9084932208061218,0.8985578417778015,0.9219095706939697,0.8984324932098389,0.11151672154664993,0.8910359740257263,0.8714970946311951,0.9039015173912048,0.8859112858772278
23,0.07943562418222427,0.9056084752082825,0.8992357850074768,0.9212653040885925,0.8970834016799927,0.23268741369247437,0.8236715197563171,0.7826306223869324,0.8405640125274658,0.8130610585212708
24,0.077869713306427,0.9079565405845642,0.902009129524231,0.9227665066719055,0.8984968066215515,0.12034115195274353,0.8934513926506042,0.8752840161323547,0.9014560580253601,0.888252854347229
25,0.07682875543832779,0.9082919359207153,0.9008381366729736,0.923490047454834,0.8994603753089905,0.12281018495559692,0.887546956539154,0.8805857300758362,0.8884360790252686,0.8848705291748047
26,0.07399636507034302,0.9123842716217041,0.9063848257064819,0.9267754554748535,0.9023512601852417,0.13546553254127502,0.8899624347686768,0.8725069165229797,0.9106719493865967,0.8874722719192505
27,0.07336974143981934,0.9114450812339783,0.9088500142097473,0.927017867565155,0.9033148288726807,0.10800311714410782,0.9036500453948975,0.8846250772476196,0.9136896729469299,0.8973591923713684
28,0.07087864726781845,0.9115792512893677,0.9119314551353455,0.9310973882675171,0.9054991006851196,0.1359255015850067,0.8888888955116272,0.8747791051864624,0.9063562750816345,0.8851307034492493
29,0.06998685747385025,0.9164094924926758,0.9142733812332153,0.9317296743392944,0.9076191186904907,0.13906124234199524,0.8808373808860779,0.8775561451911926,0.8804457783699036,0.8762845993041992
30,0.06976984441280365,0.9150006771087646,0.9150129556655884,0.9323077201843262,0.9062058329582214,0.15613488852977753,0.877885103225708,0.8437263369560242,0.8962188363075256,0.8689996004104614
31,0.06819134205579758,0.9164766073226929,0.9165536761283875,0.9333500862121582,0.9084543585777283,0.14286676049232483,0.8794954419136047,0.8654380440711975,0.8885433077812195,0.8770651817321777
32,0.0664362981915474,0.9184221029281616,0.9173548817634583,0.9353987574577332,0.909417986869812,0.15469034016132355,0.8692968487739563,0.8727594017982483,0.8732002973556519,0.8687393665313721
33,0.06543875485658646,0.9192271828651428,0.9188339710235596,0.934792160987854,0.9107670783996582,0.14762310683727264,0.8872785568237305,0.85382479429245,0.9084072113037109,0.8783661127090454
34,0.06115090101957321,0.921977698802948,0.9240108728408813,0.9403537511825562,0.9151356220245361,0.1397504061460495,0.8945249319076538,0.8841201663017273,0.8988706469535828,0.8874722719192505
35,0.0623878575861454,0.9205688834190369,0.9248120188713074,0.9390488266944885,0.9130155444145203,0.13212928175926208,0.8961352705955505,0.872254490852356,0.9058731198310852,0.888252854347229
36,0.05957914888858795,0.9232524037361145,0.9291260838508606,0.9431931972503662,0.9166131019592285,0.15947087109088898,0.8870102167129517,0.8788184523582458,0.8877837061882019,0.8809678554534912
37,0.05919160693883896,0.9261371493339539,0.9291877150535583,0.9411948323249817,0.916034996509552,0.12560178339481354,0.882984459400177,0.8785660266876221,0.8814589381217957,0.879406750202179
38,0.058918826282024384,0.9263383746147156,0.9291260838508606,0.9432522058486938,0.9182834625244141,0.16603794693946838,0.8926462531089783,0.8664478659629822,0.9093799591064453,0.8874722719192505
39,0.05510319024324417,0.929961085319519,0.9360902309417725,0.9489566683769226,0.921431303024292,0.20644858479499817,0.8711755275726318,0.8386771082878113,0.8922911882400513,0.8622349500656128
40,0.05558590590953827,0.9277471899986267,0.931591272354126,0.947117805480957,0.9195040464401245,0.14760620892047882,0.8886204957962036,0.8780611157417297,0.8908811211585999,0.8851307034492493
41,0.05568523705005646,0.9245941042900085,0.9302970767021179,0.9465136528015137,0.9184119701385498,0.15876300632953644,0.8623188138008118,0.8550871014595032,0.8745158910751343,0.8614543676376343
42,0.05165758356451988,0.9309003353118896,0.937754213809967,0.9514162540435791,0.9230374097824097,0.12984342873096466,0.9092860817909241,0.8904317021369934,0.9120765328407288,0.8986600637435913
43,0.05339743569493294,0.9269421696662903,0.9363367557525635,0.9470764398574829,0.9199537634849548,0.1426960676908493,0.8961352705955505,0.8717495799064636,0.9110817909240723,0.8892936706542969
44,0.05163339152932167,0.9296927452087402,0.9376309514045715,0.9502217173576355,0.9223949909210205,0.14750975370407104,0.8961352705955505,0.8805857300758362,0.9097548127174377,0.8934565186500549
45,0.051950711756944656,0.9287534952163696,0.9379391074180603,0.9498221278190613,0.9214955568313599,0.12988582253456116,0.895061731338501,0.8891693949699402,0.8952720165252686,0.8916352391242981
46,0.05053602531552315,0.9294244050979614,0.94083571434021,0.9526959657669067,0.9236155152320862,0.15825018286705017,0.8888888955116272,0.8826053738594055,0.8846153616905212,0.8856510519981384
47,0.04837705194950104,0.9335166811943054,0.9441020488739014,0.953741729259491,0.926506519317627,0.22263102233409882,0.8421900272369385,0.832617998123169,0.862673282623291,0.8468843102455139
48,0.04978033900260925,0.9298940300941467,0.9374460577964783,0.9504498839378357,0.9232943654060364,0.17140188813209534,0.8794954419136047,0.851047694683075,0.8977363705635071,0.8726420998573303
49,0.048731543123722076,0.9331141710281372,0.942376434803009,0.954673171043396,0.9238725900650024,0.16481924057006836,0.8937197923660278,0.8649330735206604,0.9075496792793274,0.8864316344261169
